BPLP - 1 Digit Level,Oceania and Antarctica,North-West Europe,Southern and Eastern Europe,North Africa and the Middle East,South-East Asia,North-East Asia,Southern and Central Asia,Americas,Sub-Saharan Africa,Supplementary codes,Not stated,Total
"3787, VIC",799,114,22,5,12,6,3,10,9,0,76,1059
"3788, VIC",1320,183,29,6,12,12,7,29,26,0,108,1742
"3789, VIC",208,27,8,3,3,0,0,6,0,0,8,265
"3791, VIC",1124,167,21,0,6,11,3,18,12,0,79,1440
"3792, VIC",824,106,14,6,5,8,11,13,8,0,73,1064
"3793, VIC",2801,413,57,4,23,26,15,28,23,0,189,3575
"3795, VIC",966,123,36,0,6,6,3,10,7,0,87,1249
"3796, VIC",8051,810,99,12,62,33,35,66,38,0,482,9698
"3797, VIC",2763,306,22,4,20,12,10,24,18,0,297,3474
"3799, VIC",4553,487,80,6,41,17,25,33,24,0,542,5800
"3800, VIC",685,70,7,40,534,475,172,42,51,0,137,2211
"3802, VIC",11995,833,2571,950,1314,889,3376,398,615,29,1328,24292
"3803, VIC",5100,386,756,492,638,191,2199,167,315,8,606,10856
"3804, VIC",5574,442,547,140,167,196,426,49,111,8,441,8096
"3805, VIC",35323,2448,2227,1322,2296,999,7615,793,1255,40,2611,56937
"3806, VIC",32904,3623,1271,646,1243,1315,3768,550,1165,22,2013,48521
"3807, VIC",5694,572,143,31,55,45,94,56,99,7,307,7096
"3808, VIC",2456,264,50,5,6,8,13,26,27,0,180,3031
"3809, VIC",5180,488,143,90,147,67,557,69,160,13,312,7212
"3810, VIC",35596,3083,816,629,1015,343,2214,442,897,24,2830,47892
"3812, VIC",1903,177,31,0,16,5,8,12,10,0,155,2310
"3813, VIC",723,51,12,0,4,0,0,3,0,0,94,886
"3814, VIC",1865,127,30,6,18,0,3,5,3,0,194,2257
"3815, VIC",2556,157,39,3,9,3,0,10,12,0,225,3020
"3816, VIC",2239,146,30,6,8,3,14,6,25,0,245,2717
"3818, VIC",11588,962,156,23,86,40,69,68,80,5,1101,14170
"3820, VIC",13219,898,170,30,117,107,158,68,92,6,1083,15952
"3821, VIC",2495,138,14,6,8,6,0,7,3,0,232,2918
"3822, VIC",835,46,3,0,6,4,3,0,0,0,85,983
"3823, VIC",1530,120,18,5,4,0,4,11,4,0,141,1839
"3824, VIC",4130,231,60,8,16,9,25,18,15,0,479,5003
"3825, VIC",16031,1364,507,46,185,71,51,74,53,0,1902,20282
"3831, VIC",1359,135,12,4,4,0,3,6,5,0,169,1701
"3832, VIC",182,14,5,0,0,0,0,0,0,0,42,249
"3833, VIC",215,24,11,0,3,0,0,3,0,0,39,304
"3835, VIC",420,19,11,0,3,0,0,0,0,0,18,472
"3840, VIC",12508,906,681,111,217,79,103,59,80,9,1738,16478
"3842, VIC",3661,321,57,19,49,69,51,22,15,0,514,4784
"3844, VIC",23525,1392,398,96,304,153,325,108,220,3,2472,28981
"3847, VIC",1802,125,13,0,18,6,4,9,13,0,211,2191
"3850, VIC",11941,716,155,39,256,72,204,96,92,7,1209,14782
"3851, VIC",4371,339,94,42,149,45,15,36,34,0,554,5689
"3852, VIC",79,6,0,0,0,0,0,0,0,0,3,92
"3854, VIC",1270,31,6,0,4,0,0,12,0,0,71,1400
"3856, VIC",886,31,0,0,5,0,0,0,0,0,63,992
"3857, VIC",319,13,0,0,0,0,3,0,0,0,33,368
"3858, VIC",2562,115,40,0,26,7,10,5,9,0,257,3026
"3859, VIC",729,36,6,0,7,0,0,0,3,0,59,834
"3860, VIC",6093,318,27,0,54,15,18,18,11,0,615,7171
"3862, VIC",2680,143,20,0,14,6,6,10,4,0,269,3157
"3864, VIC",177,13,3,0,4,0,0,6,0,0,21,218
"3865, VIC",370,20,3,0,17,0,0,0,0,0,31,445
"3869, VIC",1357,97,11,0,11,9,3,11,3,0,125,1624
"3870, VIC",1043,98,15,0,11,0,3,7,6,0,91,1265
"3871, VIC",2299,213,45,0,16,9,8,9,5,0,301,2904
"3873, VIC",278,11,0,0,0,0,0,0,0,0,28,323
"3874, VIC",455,43,3,0,3,0,0,6,3,0,51,558
"3875, VIC",15029,893,168,15,217,69,110,53,76,8,1994,18625
"3878, VIC",882,86,14,0,8,3,5,6,3,3,88,1098
"3880, VIC",3103,455,34,6,24,10,16,10,22,0,357,4037
"3882, VIC",897,73,10,0,3,0,0,7,3,0,91,1094
"3885, VIC",1581,110,9,0,7,4,4,10,0,0,153,1868
"3886, VIC",359,14,5,0,0,0,0,0,0,0,24,395
"3887, VIC",277,18,0,0,0,0,0,0,0,0,35,342
"3888, VIC",2795,174,25,3,14,3,12,9,9,3,371,3421
"3889, VIC",144,17,0,0,0,0,0,0,0,0,17,179
"3890, VIC",254,16,8,0,0,0,5,0,0,0,41,324
"3891, VIC",86,8,0,0,0,0,0,0,0,0,4,104
"3892, VIC",825,111,13,0,7,10,3,12,4,0,81,1060
"3893, VIC",18,0,0,0,0,0,0,0,0,0,0,22
"3895, VIC",164,3,0,0,4,0,0,0,0,0,18,194
"3896, VIC",315,21,6,0,0,0,0,5,4,0,56,405
"3898, VIC",570,39,3,3,3,9,0,3,6,0,147,790
"3900, VIC",123,5,0,0,0,0,0,0,0,0,19,151
"3902, VIC",346,22,5,0,0,0,0,0,3,0,27,412
"3903, VIC",597,58,9,0,5,0,0,7,6,0,73,746
"3904, VIC",1090,160,16,9,15,5,3,11,11,0,134,1452
"3909, VIC",6223,555,114,16,46,29,23,28,18,6,845,7901
"3910, VIC",18177,2060,376,73,202,56,176,128,175,9,1157,22587
"3911, VIC",2727,297,54,12,32,5,12,16,21,0,244,3413
"3912, VIC",12328,1447,155,28,103,25,45,68,72,0,878,15154
"3913, VIC",2722,339,33,7,32,13,12,14,7,5,158,3337
"3915, VIC",7725,1053,120,16,123,31,33,43,33,0,784,9960
"3916, VIC",727,86,12,6,8,0,0,9,15,3,96,952
"3918, VIC",2998,382,21,0,17,10,11,15,18,0,234,3704
"3919, VIC",2637,244,22,5,31,5,5,8,9,0,209,3182
"3920, VIC",930,34,0,3,14,4,8,6,12,0,27,1037
"3921, VIC",93,7,0,0,0,3,0,0,0,0,10,114
"3922, VIC",5924,668,152,16,58,43,67,69,40,0,691,7740
"3923, VIC",419,59,3,3,3,0,3,0,0,0,20,516
"3925, VIC",2683,274,47,12,47,13,13,20,25,0,255,3377
"3926, VIC",2586,278,27,8,10,5,5,28,19,0,289,3240
"3927, VIC",1282,158,18,3,3,0,0,15,10,0,165,1671
"3928, VIC",329,31,9,0,3,0,0,9,0,0,31,413
"3929, VIC",739,68,9,0,4,4,6,4,4,0,66,906
"3930, VIC",13217,2510,287,61,178,247,89,242,209,8,846,17889
"3931, VIC",17671,3455,462,71,208,101,132,195,199,5,1487,23991
"3933, VIC",886,51,17,0,6,0,6,3,3,0,124,1101
"3934, VIC",14173,2596,265,60,99,73,67,164,174,3,874,18547
"3936, VIC",8275,1047,510,88,69,24,32,95,74,4,808,11024
"3937, VIC",1230,118,17,0,5,6,4,14,6,0,131,1519
"3938, VIC",2317,212,51,8,12,3,4,18,6,0,190,2820
"3939, VIC",11260,1362,329,35,120,52,71,73,86,8,1128,14522
"3940, VIC",3655,463,156,18,33,20,42,26,26,0,486,4930
"3941, VIC",9507,798,560,28,84,24,28,68,75,0,996,12174
"3942, VIC",1788,174,43,9,14,0,3,18,6,0,259,2317
"3943, VIC",1255,112,51,0,0,0,6,3,4,0,161,1593
"3944, VIC",421,28,9,0,4,4,4,7,0,0,32,510
"3945, VIC",804,83,12,3,0,0,0,8,0,0,59,976
"3946, VIC",166,16,0,0,0,0,0,0,0,0,26,216
"3950, VIC",3924,284,72,0,46,23,25,21,15,0,384,4798
"3951, VIC",851,61,3,0,3,0,0,3,5,0,76,1005
"3953, VIC",6526,403,51,10,50,25,77,25,23,0,665,7859
"3954, VIC",351,26,0,0,0,0,0,0,0,0,22,404
"3956, VIC",2084,190,35,0,6,0,6,17,12,0,456,2818
"3957, VIC",232,21,0,0,0,0,0,4,0,0,20,279
"3958, VIC",221,16,0,0,0,0,0,0,0,0,23,272
"3959, VIC",937,72,14,4,3,0,5,6,5,5,108,1153
"3960, VIC",1959,199,31,7,11,7,7,13,15,0,227,2477
"3962, VIC",748,59,19,0,5,4,0,5,9,0,58,913
"3964, VIC",112,9,0,0,0,0,0,0,0,0,3,133
"3965, VIC",153,19,3,0,0,0,0,0,0,0,32,208
"3966, VIC",429,30,13,3,0,0,0,0,0,0,27,510
"3967, VIC",108,0,0,0,0,0,0,0,0,0,13,127
"3971, VIC",3260,238,36,0,24,3,14,7,9,0,419,4017
"3975, VIC",7333,386,461,360,1096,430,3719,214,455,3,795,15246
"3976, VIC",12337,671,1213,767,2073,429,4915,331,900,14,1875,25532
"3977, VIC",61060,4864,2016,1254,3342,902,11242,817,2163,69,5602,93322
"3978, VIC",6204,520,214,177,514,100,1724,88,472,4,628,10648
"3979, VIC",284,11,0,0,0,0,0,0,0,0,17,315
"3980, VIC",2679,221,40,0,27,6,5,9,11,0,350,3350
"3981, VIC",3970,260,104,0,37,6,21,8,19,0,468,4901
"3984, VIC",4045,449,94,6,23,8,15,21,21,0,532,5212
"3987, VIC",1281,111,14,0,5,0,0,4,4,0,106,1527
"3988, VIC",840,64,8,0,0,13,5,0,0,0,75,1001
"3990, VIC",85,10,3,0,0,0,0,0,0,0,6,110
"3991, VIC",294,25,5,0,0,0,0,0,0,0,36,357
"3992, VIC",790,56,9,0,11,3,4,10,6,0,81,966
"3995, VIC",7991,743,159,15,100,45,69,55,35,0,958,10171
"3996, VIC",4483,434,85,7,19,14,29,20,19,0,424,5541
"4000, QLD",6577,1112,412,364,812,3120,744,1505,201,12,1688,16556
"4005, QLD",11390,1375,471,115,398,434,346,555,256,10,2518,17875
"4006, QLD",7722,886,335,222,630,1018,606,792,175,14,2130,14528
"4007, QLD",8995,806,219,138,259,422,303,282,166,7,1173,12768
"4008, QLD",245,18,3,29,21,5,13,4,13,0,26,369
"4009, QLD",4,0,0,0,0,0,0,0,0,0,0,4
"4010, QLD",1634,116,52,14,70,70,85,51,19,3,179,2300
"4011, QLD",11281,851,202,123,302,349,632,228,209,9,1008,15178
"4012, QLD",16302,1115,320,107,592,443,1161,330,199,4,1251,21830
"4013, QLD",3485,213,38,34,141,60,222,60,39,5,271,4570
"4014, QLD",9325,538,87,27,376,159,410,106,82,4,791,11910
"4017, QLD",29491,2504,356,205,833,277,709,275,358,8,1845,36870
"4018, QLD",7895,579,219,174,721,368,1240,153,207,7,586,12155
"4019, QLD",16107,1683,198,36,285,99,91,165,173,4,1262,20105
"4020, QLD",16505,2343,319,68,325,141,102,221,288,5,1719,22041
"4021, QLD",7824,732,80,27,174,59,100,45,78,3,662,9784
"4022, QLD",5717,535,64,15,102,37,84,52,85,4,472,7166
"4025, QLD",188,24,0,0,6,36,20,0,0,0,89,369
"4029, QLD",11,0,0,0,0,0,0,0,0,0,64,77
"4030, QLD",11962,889,310,162,441,411,858,305,195,12,990,16532
"4031, QLD",10603,583,235,87,294,233,441,200,137,6,773,13589
"4032, QLD",10836,662,324,207,731,571,900,207,118,7,1220,15775
"4034, QLD",33332,2035,764,299,1520,1022,2234,450,548,19,2245,44462
"4035, QLD",19014,1719,378,134,444,329,438,257,611,8,875,24212
"4036, QLD",5320,328,55,31,175,44,178,59,60,0,251,6499
"4037, QLD",6528,626,94,13,68,28,53,70,247,5,239,7972
"4051, QLD",21760,1474,334,161,494,458,599,496,272,9,1477,27534
"4053, QLD",35414,2275,709,256,871,675,750,570,583,23,1848,43984
"4054, QLD",11413,775,124,75,253,102,86,147,152,0,483,13619
"4055, QLD",17156,1351,171,93,239,141,196,182,357,17,657,20561
"4059, QLD",8116,758,251,543,514,1461,358,254,186,0,1039,13493
"4060, QLD",10557,837,156,42,138,140,162,224,155,10,616,13034
"4061, QLD",12789,1659,268,74,252,235,142,247,411,12,602,16689
"4064, QLD",8078,797,212,75,196,260,110,274,133,8,678,10836
"4065, QLD",7682,732,102,32,96,78,35,173,160,3,414,9499
"4066, QLD",10985,979,226,180,622,1207,495,492,261,9,1233,16697
"4067, QLD",4473,515,135,153,1742,1581,497,401,172,3,742,10422
"4068, QLD",14931,1421,266,465,1094,2062,940,750,476,22,1197,23618
"4069, QLD",23129,3441,433,265,864,1195,772,808,1529,23,1161,33623
"4070, QLD",8012,1409,123,58,223,224,279,177,692,5,413,11612
"4072, QLD",1575,92,7,12,144,131,40,65,53,0,37,2153
"4073, QLD",6208,716,148,171,446,362,370,151,308,5,253,9138
"4074, QLD",16501,1784,380,338,1249,1014,676,394,662,4,719,23730
"4075, QLD",17085,1592,296,224,915,502,563,423,390,15,1354,23352
"4076, QLD",5582,219,157,137,845,69,336,103,149,5,522,8103
"4077, QLD",16392,988,395,667,5611,412,1312,296,1503,48,3135,30759
"4078, QLD",17570,1456,465,254,1756,725,1216,357,722,17,1257,25806
"4101, QLD",12492,1685,966,399,1164,1879,878,932,264,10,2188,22862
"4102, QLD",4334,399,287,138,424,638,328,265,96,7,731,7656
"4103, QLD",9521,725,349,221,610,573,693,385,266,8,948,14315
"4104, QLD",4722,378,134,88,153,152,151,136,109,3,507,6536
"4105, QLD",9603,676,306,209,387,289,505,242,313,12,771,13322
"4106, QLD",971,80,51,32,78,55,115,17,69,0,127,1595
"4107, QLD",4490,297,95,85,170,271,300,99,103,10,381,6288
"4108, QLD",3113,182,153,92,463,756,600,89,120,9,445,6023
"4109, QLD",16225,1062,979,426,2588,11324,2215,325,594,26,1850,37605
"4110, QLD",6761,423,220,266,746,364,710,134,487,9,802,10916
"4111, QLD",810,61,19,19,41,45,51,22,22,3,84,1182
"4112, QLD",4184,235,174,293,537,885,974,65,489,12,268,8108
"4113, QLD",13980,865,659,373,1901,7371,2618,225,626,14,1273,29915
"4114, QLD",18779,927,545,858,2162,293,1625,171,935,37,2728,29063
"4115, QLD",12384,993,394,207,933,1957,895,267,565,17,703,19309
"4116, QLD",12280,848,632,518,1932,5880,1696,248,759,15,1116,25936
"4117, QLD",940,38,35,24,71,43,92,9,39,6,78,1365
"4118, QLD",22986,1497,836,246,1113,651,615,305,470,18,1664,30398
"4119, QLD",3663,199,193,141,308,755,481,39,221,3,336,6344
"4120, QLD",6010,458,235,116,317,257,682,196,119,7,538,8934
"4121, QLD",19928,1264,404,146,475,566,566,357,319,15,1224,25269
"4122, QLD",29751,1957,1095,527,1701,3274,2079,529,756,31,2144,43850
"4123, QLD",13600,992,358,90,513,1211,434,206,292,18,776,18489
"4124, QLD",15901,1203,318,32,481,217,186,110,247,4,969,19675
"4125, QLD",5472,665,126,11,153,163,28,40,46,0,432,7144
"4127, QLD",19367,1608,580,267,827,674,736,224,487,16,1594,26375
"4128, QLD",12488,1378,300,97,328,255,205,146,389,9,919,16510
"4129, QLD",5172,410,69,10,115,73,40,41,81,0,278,6303
"4130, QLD",6676,794,148,23,109,75,60,69,171,0,405,8533
"4131, QLD",7278,456,141,206,418,144,388,80,229,9,1091,10435
"4132, QLD",19878,756,366,360,1039,102,392,150,505,20,2644,26216
"4133, QLD",13534,1117,295,129,553,157,317,108,247,18,1287,17769
"4151, QLD",12070,759,324,145,310,312,875,329,172,4,988,16285
"4152, QLD",33387,2403,1137,400,1215,1485,1089,724,847,27,1975,44685
"4153, QLD",3436,222,103,29,83,155,75,66,79,3,125,4372
"4154, QLD",8269,849,140,111,185,158,203,176,468,10,394,10972
"4155, QLD",1158,69,36,3,17,29,21,15,13,0,81,1440
"4156, QLD",2235,187,52,15,106,182,128,54,72,3,108,3147
"4157, QLD",15567,1295,233,51,343,148,216,164,273,12,728,19037
"4158, QLD",3028,299,48,6,37,27,30,23,37,0,221,3764
"4159, QLD",11452,1259,138,20,164,151,106,105,245,11,838,14498
"4160, QLD",13864,2189,244,41,189,133,102,160,600,8,615,18140
"4161, QLD",13445,1079,173,72,260,92,105,115,192,11,706,16251
"4163, QLD",10556,1955,233,48,230,212,112,180,355,8,916,14798
"4164, QLD",11117,1828,154,51,144,74,134,133,502,5,554,14694
"4165, QLD",29467,3577,305,66,284,117,171,249,710,12,1846,36814
"4169, QLD",8717,1083,387,232,455,575,409,725,226,13,1169,13995
"4170, QLD",18439,1686,306,146,521,543,498,426,313,7,1623,24516
"4171, QLD",11842,1513,205,71,225,171,130,342,220,12,1002,15722
"4172, QLD",3221,308,50,12,122,111,88,76,63,0,255,4301
"4173, QLD",6501,490,114,46,239,99,177,94,79,0,453,8289
"4174, QLD",1962,99,25,5,76,19,40,18,17,0,122,2382
"4178, QLD",19963,1857,249,72,546,241,249,265,293,12,1464,25212
"4179, QLD",15641,1607,149,63,238,136,99,193,255,16,891,19292
"4183, QLD",1700,99,14,0,16,7,0,15,11,0,230,2105
"4184, QLD",5215,764,82,13,105,29,13,64,71,5,552,6909
"4205, QLD",3998,571,83,18,123,94,34,41,44,0,382,5383
"4207, QLD",44018,3594,677,246,991,327,383,412,570,13,3976,55212
"4208, QLD",15967,1451,215,28,186,150,107,158,425,4,1278,19967
"4209, QLD",39028,3332,519,214,760,694,364,445,1089,36,3585,50069
"4210, QLD",14821,1730,296,69,240,275,127,177,451,3,1294,19477
"4211, QLD",46915,4492,1072,297,1049,1163,630,573,738,32,3837,60803
"4212, QLD",19553,3219,472,168,431,657,236,319,808,11,2173,28053
"4213, QLD",22089,2723,398,77,315,359,133,374,673,25,1876,29040
"4214, QLD",26561,2698,818,273,999,1942,539,398,546,24,2439,37236
"4215, QLD",31315,3330,1558,768,1593,3820,1033,842,745,40,5127,50173
"4216, QLD",26545,3674,842,294,692,1020,428,461,598,20,2858,37434
"4217, QLD",23857,2861,1394,602,1035,2407,1400,1418,520,28,5320,40836
"4218, QLD",22413,2346,918,224,644,925,269,853,351,27,2906,31868
"4220, QLD",24093,2334,528,87,356,364,109,712,308,10,2335,31236
"4221, QLD",21750,1733,302,51,246,205,62,385,267,5,1793,26801
"4222, QLD",0,0,0,0,0,0,0,0,0,0,0,0
"4223, QLD",11314,1097,102,37,128,94,32,194,118,0,774,13896
"4224, QLD",5172,381,53,23,75,67,17,123,39,0,649,6590
"4225, QLD",5580,477,98,16,111,77,40,209,48,0,1090,7754
"4226, QLD",22063,2817,794,240,778,1888,399,534,749,18,1970,32244
"4227, QLD",15100,1515,474,158,561,1092,263,490,520,14,1495,21689
"4228, QLD",4232,477,58,9,35,20,10,65,66,0,317,5298
"4229, QLD",211,8,3,0,19,26,32,12,15,0,54,385
"4230, QLD",1071,188,38,14,57,97,33,28,37,0,113,1672
"4270, QLD",3027,347,35,10,21,20,4,26,30,0,440,3944
"4271, QLD",2079,369,33,7,17,22,16,51,44,0,249,2895
"4272, QLD",3246,634,44,15,33,39,22,63,64,0,452,4611
"4275, QLD",2684,265,22,0,34,23,10,25,20,0,342,3430
"4280, QLD",14081,1136,100,14,201,88,40,100,125,9,979,16867
"4285, QLD",16733,1217,85,13,126,35,50,89,112,29,1768,20251
"4287, QLD",719,33,6,0,5,4,0,3,0,0,50,824
"4300, QLD",40925,3488,637,561,2351,524,1537,723,1286,45,3594,55666
"4301, QLD",21852,1126,254,541,727,228,422,372,813,20,1898,28239
"4303, QLD",2975,179,31,38,92,41,16,31,47,0,500,3946
"4304, QLD",14348,706,98,68,283,70,128,93,87,8,1435,17319
"4305, QLD",53469,2400,251,154,708,277,423,278,288,13,4300,62554
"4306, QLD",29869,2124,184,44,296,117,88,258,485,6,2316,35798
"4307, QLD",1342,68,0,0,13,3,0,6,0,0,121,1553
"4309, QLD",2526,135,17,0,10,3,6,14,10,0,289,3006
"4310, QLD",4913,273,25,0,37,74,8,27,25,0,369,5756
"4311, QLD",8650,519,38,19,131,27,14,36,37,0,1122,10601
"4312, QLD",2094,253,10,0,27,10,3,10,11,0,247,2668
"4313, QLD",1976,129,13,0,15,3,0,5,10,0,178,2324
"4340, QLD",4570,230,12,3,17,10,0,13,21,0,567,5449
"4341, QLD",12141,846,57,13,111,53,14,66,62,0,1225,14589
"4342, QLD",2092,123,22,3,17,19,0,7,8,0,324,2621
"4343, QLD",8594,319,57,132,275,594,252,64,67,8,996,11359
"4344, QLD",2178,105,10,0,9,4,3,15,27,0,265,2624
"4345, QLD",202,13,0,0,25,46,10,6,15,0,11,329
"4346, QLD",748,42,3,0,5,0,0,4,9,0,64,873
"4347, QLD",1018,41,3,0,5,4,0,4,4,0,100,1187
"4350, QLD",86841,3308,463,1336,1418,1022,2251,757,1663,25,7657,106746
"4352, QLD",24776,1068,100,20,164,40,50,149,427,0,1673,28459
"4353, QLD",270,9,0,0,0,0,0,0,0,0,9,293
"4354, QLD",1050,43,0,0,7,0,0,7,5,0,90,1196
"4355, QLD",2295,148,14,0,11,4,5,12,10,0,184,2681
"4356, QLD",4430,97,11,3,55,25,3,5,24,0,520,5184
"4357, QLD",1948,59,9,0,102,48,5,3,17,0,398,2585
"4358, QLD",1941,68,3,0,5,5,4,3,19,0,213,2264
"4359, QLD",1097,34,0,0,6,3,0,0,3,0,91,1240
"4360, QLD",535,16,0,0,0,0,0,0,6,0,35,590
"4361, QLD",2212,104,6,0,43,8,6,5,12,4,246,2660
"4362, QLD",2120,109,5,0,15,4,0,16,18,0,173,2464
"4363, QLD",505,19,0,0,0,0,0,0,0,0,76,600
"4364, QLD",211,0,0,0,0,0,0,0,0,0,7,218
"4365, QLD",400,20,5,0,5,3,0,0,0,0,70,507
"4370, QLD",16038,612,68,19,181,80,61,94,105,0,1268,18526
"4371, QLD",601,30,0,0,5,0,0,3,0,0,62,710
"4372, QLD",139,5,0,0,0,0,0,0,0,0,15,163
"4373, QLD",884,48,0,0,12,0,10,4,0,0,83,1033
"4374, QLD",282,28,7,0,3,0,0,0,0,0,30,358
"4376, QLD",235,27,19,0,3,0,3,3,0,0,31,319
"4378, QLD",419,25,21,0,3,0,0,9,0,0,26,510
"4381, QLD",488,43,13,0,0,5,0,3,5,0,35,598
"4382, QLD",414,38,0,0,0,3,0,4,5,0,57,518
"4384, QLD",51,0,0,0,0,0,0,0,0,0,7,62
"4387, QLD",1060,36,12,5,8,15,6,7,3,0,137,1287
"4388, QLD",367,4,0,0,0,0,6,0,4,0,34,418
"4390, QLD",5752,82,7,4,85,25,34,20,59,0,801,6877
"4400, QLD",1683,57,5,0,18,0,0,0,19,0,104,1889
"4401, QLD",4868,140,10,0,118,13,20,141,21,0,389,5720
"4402, QLD",248,18,4,0,0,0,0,4,0,0,17,291
"4403, QLD",699,13,3,0,3,0,0,0,0,0,91,810
"4404, QLD",464,16,0,0,9,0,0,3,0,0,42,539
"4405, QLD",12307,268,31,14,274,30,88,41,130,0,1305,14486
"4406, QLD",1225,16,4,0,33,7,0,0,5,0,172,1466
"4407, QLD",447,15,6,0,4,0,0,0,0,0,57,529
"4408, QLD",543,9,0,0,12,0,0,0,3,0,64,630
"4410, QLD",973,24,4,0,4,0,0,0,4,0,113,1124
"4411, QLD",246,7,0,0,0,0,0,0,0,0,38,291
"4412, QLD",181,0,0,0,0,0,0,0,0,0,5,191
"4413, QLD",6555,151,16,8,97,11,66,35,42,0,1045,8025
"4415, QLD",1591,49,7,0,23,0,10,0,17,0,281,1987
"4416, QLD",390,8,0,0,17,0,0,0,3,0,72,502
"4417, QLD",611,3,0,0,0,0,3,0,0,0,45,666
"4418, QLD",98,7,0,0,0,0,0,0,0,0,8,109
"4419, QLD",736,27,0,0,3,5,4,0,5,0,161,946
"4420, QLD",1064,9,0,0,0,0,0,0,3,0,93,1174
"4421, QLD",1678,83,36,5,28,0,0,4,5,0,655,2480
"4422, QLD",433,8,0,0,6,0,0,5,0,0,41,485
"4423, QLD",181,5,0,0,0,0,0,0,0,0,14,198
"4424, QLD",217,0,0,0,0,0,0,0,0,0,21,236
"4425, QLD",189,4,0,0,0,3,0,0,0,0,23,220
"4426, QLD",115,5,0,0,0,0,0,0,0,0,5,126
"4427, QLD",272,5,0,0,4,0,0,0,0,0,71,352
"4428, QLD",595,8,0,0,0,0,0,0,0,0,60,664
"4454, QLD",587,12,0,0,6,0,12,0,4,0,96,703
"4455, QLD",6908,138,11,7,193,35,97,37,64,5,996,8488
"4461, QLD",47,0,0,0,0,0,0,0,0,0,10,52
"4462, QLD",98,3,0,0,0,0,0,0,0,0,8,108
"4465, QLD",1094,26,9,0,0,7,4,0,5,0,85,1235
"4467, QLD",166,4,0,0,0,0,3,0,0,0,23,198
"4468, QLD",242,7,0,0,0,0,0,0,6,0,6,253
"4470, QLD",3027,40,4,0,142,7,8,4,11,3,323,3574
"4472, QLD",1267,27,4,0,16,0,5,3,3,0,107,1429
"4474, QLD",87,0,0,0,0,0,0,0,0,0,5,89
"4475, QLD",0,0,0,0,0,0,0,0,0,0,0,0
"4477, QLD",425,8,0,0,0,0,0,3,0,0,35,471
"4478, QLD",439,7,0,0,0,0,0,0,0,0,26,472
"4479, QLD",15,0,0,0,0,0,0,0,0,0,0,15
"4480, QLD",676,21,0,0,3,0,0,3,0,0,45,755
"4481, QLD",110,0,0,0,0,0,0,0,0,0,15,124
"4482, QLD",122,6,0,0,0,0,0,0,0,0,10,141
"4486, QLD",576,15,0,0,4,0,4,0,10,0,100,709
"4487, QLD",2699,62,3,4,30,3,8,8,44,0,230,3098
"4488, QLD",215,0,0,0,0,0,0,0,0,0,29,254
"4489, QLD",76,5,0,0,0,0,0,0,0,0,15,94
"4490, QLD",1258,26,3,0,6,0,0,3,0,0,125,1425
"4491, QLD",80,0,0,0,0,0,0,0,0,0,3,90
"4492, QLD",267,9,0,0,0,0,0,0,0,0,21,302
"4493, QLD",17,0,0,0,0,0,0,0,0,0,8,21
"4494, QLD",140,0,0,0,0,0,0,0,0,0,11,151
"4496, QLD",232,5,0,0,0,0,0,0,0,0,21,264
"4497, QLD",280,3,0,0,0,0,0,0,0,0,39,329
"4498, QLD",197,0,3,0,0,0,0,0,0,0,19,219
"4500, QLD",34765,2350,348,203,920,265,585,336,936,21,1672,42403
"4501, QLD",4628,282,31,6,133,42,55,36,65,3,362,5660
"4502, QLD",7071,695,61,25,104,43,61,55,147,3,420,8676
"4503, QLD",35818,2426,298,131,667,204,557,365,686,21,2488,43648
"4504, QLD",15577,1385,101,19,185,67,50,116,266,4,815,18575
"4505, QLD",17058,1483,125,5,218,132,42,102,185,10,1091,20450
"4506, QLD",18255,1106,113,35,286,241,58,114,192,3,1399,21807
"4507, QLD",13989,1970,193,24,170,75,38,114,146,3,1423,18145
"4508, QLD",16019,1129,165,20,332,89,67,108,155,8,1767,19850
"4509, QLD",21494,2807,333,157,804,468,825,436,1282,16,1481,30104
"4510, QLD",38716,2644,321,125,806,789,249,266,318,11,4062,48305
"4511, QLD",7232,800,80,6,62,34,20,33,77,0,735,9094
"4512, QLD",2758,210,23,3,45,41,0,16,25,0,325,3438
"4514, QLD",6093,402,26,16,55,17,9,43,44,0,704,7406
"4515, QLD",3091,166,13,5,329,42,25,17,15,0,360,4063
"4516, QLD",3360,227,16,7,26,20,7,7,30,0,257,3962
"4517, QLD",605,44,8,0,7,5,3,9,9,0,82,763
"4518, QLD",4160,414,35,4,34,33,3,34,37,0,306,5061
"4519, QLD",6912,616,46,3,67,57,27,49,49,4,595,8422
"4520, QLD",10344,1432,79,17,75,54,42,137,235,4,780,13201
"4521, QLD",3683,422,27,5,22,9,6,37,50,0,474,4731
"4550, QLD",3478,318,21,4,27,5,17,37,18,0,331,4255
"4551, QLD",45273,5355,471,96,492,239,370,544,696,16,3172,56733
"4552, QLD",6477,985,70,16,81,29,34,110,94,4,532,8431
"4553, QLD",4819,512,33,3,36,14,5,60,70,0,342,5887
"4554, QLD",1484,200,14,5,13,7,0,23,39,0,160,1944
"4555, QLD",5662,618,41,8,55,3,21,60,107,0,349,6926
"4556, QLD",33357,4385,409,80,484,419,300,523,1002,17,2363,43334
"4557, QLD",14537,1591,197,59,221,159,212,274,352,4,1384,18990
