INCP Total Personal Income (weekly),Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable,Total
"5415, SA",0,6,11,12,27,22,26,18,14,18,6,11,5,4,3,6,33,222
"5416, SA",0,18,8,10,25,17,20,16,16,4,7,12,0,6,0,24,49,245
"5417, SA",7,83,47,102,161,144,126,95,96,77,47,41,28,17,9,133,264,1483
"5418, SA",0,8,0,13,10,17,12,14,10,0,5,0,0,0,5,5,18,117
"5419, SA",0,10,13,26,28,15,19,7,15,14,9,7,3,4,9,15,33,224
"5420, SA",0,0,6,4,9,0,5,6,4,6,8,0,0,0,4,11,11,79
"5421, SA",0,6,4,19,21,14,9,11,5,3,0,0,0,0,0,21,16,139
"5422, SA",4,91,40,183,251,233,121,103,90,57,30,28,14,18,11,164,252,1685
"5431, SA",3,34,31,61,112,91,60,58,62,63,43,22,22,19,9,76,152,908
"5432, SA",0,5,7,4,14,11,12,9,10,16,7,5,4,7,4,6,19,139
"5433, SA",7,60,52,95,137,128,85,79,83,68,43,48,30,36,24,113,184,1262
"5434, SA",3,11,9,40,29,27,30,30,25,34,24,16,4,3,5,80,77,458
"5440, SA",0,15,0,14,17,19,12,20,11,17,11,14,13,14,14,28,38,259
"5451, SA",3,27,37,43,49,59,58,49,49,59,30,22,19,15,3,78,92,696
"5452, SA",5,22,11,19,43,32,41,41,37,32,16,22,11,12,3,19,98,444
"5453, SA",13,192,146,278,377,408,414,395,372,354,205,180,115,152,81,308,950,4935
"5454, SA",7,21,12,33,39,26,22,31,27,32,24,9,3,0,3,32,77,397
"5455, SA",0,9,3,0,0,5,3,5,3,5,0,0,0,0,0,5,18,57
"5460, SA",0,78,20,55,55,56,58,67,40,40,23,30,10,14,11,51,140,745
"5461, SA",21,111,83,168,237,278,200,189,180,176,79,70,43,51,25,183,461,2552
"5462, SA",0,30,10,26,50,43,50,37,38,37,16,16,3,9,7,11,128,517
"5464, SA",6,36,18,33,55,47,43,36,52,50,26,21,10,9,12,39,135,638
"5470, SA",0,11,5,10,12,14,8,6,14,3,3,0,4,4,5,11,13,140
"5471, SA",0,11,4,9,14,4,11,6,3,0,7,0,0,0,3,3,13,86
"5472, SA",3,7,3,10,29,16,18,3,8,5,0,7,0,0,0,16,25,163
"5473, SA",9,33,21,67,108,78,54,47,45,30,30,10,11,19,0,59,137,756
"5480, SA",10,27,43,61,85,68,59,61,52,57,27,24,16,15,3,40,126,774
"5481, SA",3,45,23,49,81,49,49,38,38,29,17,12,6,8,4,34,68,558
"5482, SA",3,15,20,27,39,67,43,54,29,40,20,18,3,15,5,36,78,521
"5483, SA",0,22,17,18,33,24,19,32,20,23,14,11,9,14,3,28,65,341
"5485, SA",6,29,29,46,62,48,36,32,42,25,28,30,12,12,7,57,93,586
"5490, SA",0,13,8,17,14,14,6,6,14,12,9,6,0,8,0,21,31,177
"5491, SA",11,68,43,104,169,165,143,141,113,127,76,70,44,60,33,124,324,1817
"5493, SA",0,6,3,8,15,9,6,3,4,0,0,0,0,0,0,9,12,89
"5495, SA",5,45,18,54,87,59,46,42,28,32,21,22,8,13,11,61,55,592
"5501, SA",40,493,258,444,556,551,468,531,561,542,305,240,135,165,48,527,1451,7321
"5502, SA",3,116,55,107,119,88,104,104,124,119,77,67,26,40,20,96,273,1545
"5510, SA",0,4,0,3,20,12,10,13,11,11,7,3,3,0,0,3,19,111
"5520, SA",3,34,15,39,67,69,55,43,34,33,16,12,9,10,7,34,100,589
"5521, SA",0,4,8,22,19,23,12,7,3,6,0,0,4,0,0,3,25,147
"5522, SA",3,51,31,120,191,194,109,102,86,69,45,40,32,38,11,143,154,1426
"5523, SA",11,97,64,126,182,174,129,119,126,102,96,62,43,53,29,142,367,1935
"5540, SA",38,824,535,1340,1739,1660,1036,903,854,764,562,503,301,318,135,1104,2726,15347
"5550, SA",14,54,25,50,88,67,59,81,118,41,30,29,7,6,4,49,187,913
"5552, SA",5,16,7,32,45,22,21,22,28,25,13,12,11,3,8,37,77,387
"5554, SA",11,256,178,391,551,461,358,369,371,301,162,127,107,121,38,482,959,5234
"5555, SA",0,22,23,44,63,49,45,35,27,23,15,13,13,9,9,44,66,502
"5556, SA",18,161,116,364,573,458,324,277,228,198,129,82,52,66,49,378,558,4040
"5558, SA",5,193,163,396,787,544,405,334,292,242,131,112,60,82,36,377,669,4828
"5560, SA",0,26,19,30,55,52,34,26,29,20,5,13,10,17,3,31,93,469
"5570, SA",4,19,13,66,92,76,32,30,25,41,19,7,5,3,9,61,41,537
"5571, SA",10,86,53,139,288,225,167,147,104,91,58,60,39,25,14,118,218,1847
"5572, SA",4,10,0,6,11,10,10,11,15,17,12,6,9,3,6,11,29,147
"5573, SA",5,93,75,133,216,244,165,138,132,126,65,66,37,41,23,134,359,2043
"5575, SA",15,126,79,177,284,266,211,143,120,139,81,51,51,34,14,206,336,2334
"5576, SA",4,50,46,85,136,134,90,74,67,56,41,23,7,21,15,55,174,1076
"5577, SA",5,36,24,44,57,66,53,35,26,39,16,12,9,15,3,31,71,528
"5580, SA",0,20,12,27,38,29,32,26,27,19,9,15,4,6,3,16,60,348
"5581, SA",3,20,18,43,99,70,64,49,27,28,8,18,6,17,4,28,34,541
"5582, SA",4,33,22,57,97,88,56,33,40,32,19,20,8,11,11,45,64,647
"5583, SA",4,35,24,87,122,91,78,48,42,38,14,15,10,15,10,67,97,787
"5600, SA",25,453,176,380,541,472,371,322,353,366,307,298,261,308,147,425,1001,6207
"5601, SA",0,30,14,53,58,45,32,11,14,27,12,18,18,17,7,38,74,468
"5602, SA",6,55,48,95,136,116,91,124,90,61,39,29,24,41,15,146,233,1346
"5603, SA",5,14,26,33,41,28,29,31,34,27,22,6,12,17,8,23,98,444
"5604, SA",0,10,6,27,25,18,18,8,17,18,6,6,3,3,4,13,15,197
"5605, SA",11,64,51,117,170,156,157,125,122,112,69,44,33,19,22,164,242,1688
"5606, SA",40,581,500,922,1225,1164,1018,1046,973,930,572,479,296,339,173,1142,2730,14129
"5607, SA",30,273,152,274,333,345,292,336,361,351,200,156,97,132,60,556,963,4918
"5608, SA",50,815,451,1298,1452,1222,783,614,627,581,382,447,326,335,98,1204,2659,13353
"5609, SA",7,135,57,97,156,80,95,84,123,102,85,105,100,115,37,85,484,1949
"5630, SA",0,6,4,5,6,10,11,8,14,8,0,0,0,0,4,16,29,136
"5631, SA",5,38,37,46,78,78,49,76,84,88,53,33,22,23,18,88,232,1045
"5632, SA",0,11,9,14,8,14,8,15,19,26,6,4,9,14,10,11,75,253
"5633, SA",5,26,13,21,19,22,27,18,22,23,9,13,3,7,11,20,65,320
"5640, SA",7,46,49,73,84,77,75,57,81,92,33,37,26,20,14,80,179,1015
"5641, SA",7,31,29,41,77,80,73,81,67,77,43,38,19,25,24,76,240,1021
"5642, SA",0,12,8,12,10,15,11,18,25,18,14,10,3,10,3,21,63,252
"5650, SA",0,7,0,3,15,15,10,4,19,8,6,17,3,0,7,17,42,175
"5651, SA",0,0,5,4,5,8,0,3,3,9,10,4,0,8,0,3,13,76
"5652, SA",5,21,20,33,80,54,48,45,56,48,34,24,20,10,6,45,174,727
"5653, SA",0,0,0,3,0,9,3,4,4,9,10,6,0,0,0,8,23,79
"5654, SA",0,11,4,23,16,16,10,24,10,28,11,4,4,3,0,24,48,241
"5655, SA",0,4,4,3,7,7,12,8,11,6,0,0,0,0,3,3,32,102
"5660, SA",0,0,0,0,5,3,0,6,3,0,6,4,0,3,3,0,10,50
"5661, SA",0,7,4,9,9,5,8,14,7,18,14,4,0,3,4,5,38,151
"5670, SA",3,17,23,39,52,46,27,36,24,34,16,13,3,18,9,29,101,484
"5671, SA",6,9,3,15,10,10,17,18,10,9,9,11,5,3,3,4,24,165
"5680, SA",4,78,64,135,184,180,168,144,125,136,84,72,38,47,34,237,383,2117
"5690, SA",10,161,93,212,242,195,210,207,208,266,187,169,77,73,36,552,759,3657
"5700, SA",53,522,337,816,912,821,771,702,658,627,455,395,272,330,95,1242,2132,11132
"5701, SA",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10
"5710, SA",9,119,71,90,136,138,140,120,141,185,123,99,46,105,22,665,475,2673
"5713, SA",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,17
"5715, SA",0,4,0,0,0,0,5,3,8,0,6,0,0,0,0,10,13,40
"5717, SA",0,0,0,0,3,0,0,4,5,3,4,0,0,0,0,0,4,16
"5719, SA",0,0,0,0,3,4,0,6,7,3,3,0,0,0,0,4,5,44
"5720, SA",0,6,4,4,5,4,13,14,24,19,12,8,13,22,3,35,13,194
"5722, SA",0,21,12,27,34,36,19,18,7,14,16,7,13,11,4,33,41,311
"5723, SA",11,101,31,144,162,149,86,118,116,110,93,75,71,88,31,386,288,2062
"5724, SA",7,15,9,76,36,27,17,16,19,13,14,19,0,9,6,80,85,436
"5725, SA",15,222,74,85,69,77,130,104,132,157,183,211,278,614,219,311,1023,3891
"5730, SA",0,6,0,6,10,8,0,12,5,7,0,0,0,0,0,8,13,100
"5731, SA",0,19,3,12,13,10,23,20,23,39,23,31,34,46,33,92,89,499
"5732, SA",0,6,4,33,16,17,12,4,8,11,14,5,11,11,4,39,19,210
"5733, SA",0,4,8,18,16,11,21,3,13,15,9,12,0,9,9,45,32,233
"5734, SA",0,10,5,25,8,9,11,0,0,4,0,4,0,4,0,42,36,169
"5950, SA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5960, SA",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
"6000, WA",60,928,239,500,582,593,499,539,689,794,693,664,485,994,650,1729,796,11421
"6003, WA",15,179,54,162,208,176,155,178,233,285,216,184,139,302,166,649,217,3511
"6004, WA",53,910,201,403,489,557,478,502,627,799,597,564,451,977,794,1579,627,10600
"6005, WA",36,400,116,221,245,262,260,273,329,382,379,327,281,521,393,869,340,5627
"6006, WA",31,534,249,362,507,515,417,377,485,573,473,450,345,735,628,688,1383,8745
"6007, WA",19,385,187,271,289,357,341,290,365,481,464,441,321,671,609,657,986,7132
"6008, WA",47,1071,520,585,590,711,657,578,678,878,783,807,648,1322,1553,1224,2486,15144
"6009, WA",82,2380,1051,1083,748,879,856,654,660,816,680,706,536,1097,2306,942,3052,18531
"6010, WA",59,1481,721,691,648,743,714,669,774,897,732,720,579,1204,1988,1278,2928,16824
"6011, WA",43,709,344,314,287,275,354,311,372,452,365,444,335,710,1446,622,1614,9009
"6012, WA",39,752,317,351,377,438,442,347,372,519,370,352,292,558,963,749,1505,8755
"6014, WA",48,1445,788,810,780,997,961,865,1125,1257,908,955,709,1531,1897,1212,4301,20601
"6015, WA",16,589,317,259,232,247,239,247,300,346,257,256,207,460,977,349,1313,6611
"6016, WA",32,622,339,425,533,604,456,478,512,612,519,459,374,828,635,594,2019,10034
"6017, WA",20,271,89,247,263,281,236,299,368,369,284,201,150,153,60,345,479,4121
"6018, WA",112,2613,1409,1707,1888,2005,1902,1743,1978,2393,2074,1875,1550,2914,2240,2525,7088,38007
"6019, WA",68,1306,667,784,865,1084,1139,1019,1272,1687,1347,1238,1034,1891,1346,1535,3508,21784
"6020, WA",56,1474,863,950,1050,1040,1148,988,1100,1330,1006,978,815,1613,1509,959,3918,20789
"6021, WA",73,1518,663,1062,1464,1300,1152,1068,1260,1440,1029,905,651,1116,677,1389,3288,20059
"6022, WA",25,342,193,240,296,317,318,288,344,357,286,244,187,301,100,216,930,4978
"6023, WA",49,1129,682,706,763,792,781,705,794,975,772,684,594,1190,760,649,3250,15272
"6024, WA",37,984,489,721,867,785,825,695,862,1004,758,680,487,772,269,601,2517,13348
"6025, WA",95,2345,1165,1514,1599,1505,1645,1594,1811,2034,1598,1502,1155,1913,1332,1456,5761,30026
"6026, WA",51,1692,1043,1113,1288,1328,1357,1160,1214,1473,1164,1073,902,1581,792,969,4136,22340
"6027, WA",153,3405,1705,2144,2317,2322,2393,2340,2522,3045,2314,2054,1540,2431,1282,2259,7459,41675
"6028, WA",89,2177,1049,1001,1031,924,1077,1026,1246,1453,1185,1103,900,1554,1056,877,4695,22442
"6029, WA",6,187,139,107,128,122,116,140,139,181,138,139,119,228,267,129,506,2789
"6030, WA",204,3384,1496,2032,2281,1976,2178,2089,2457,2722,1916,1582,1131,1825,948,2573,8584,39384
"6031, WA",66,1384,567,716,677,625,771,920,1105,1325,1007,802,519,731,298,803,4318,16623
"6032, WA",0,7,6,15,9,17,19,7,16,19,13,17,4,7,4,15,25,191
"6033, WA",3,46,15,22,26,11,20,13,32,30,20,13,13,20,16,58,72,441
"6034, WA",5,108,23,41,53,43,86,89,131,168,99,106,63,81,28,124,422,1678
"6035, WA",43,674,259,382,483,458,496,442,469,555,401,353,260,386,181,852,2174,8868
"6036, WA",57,1339,522,702,657,635,763,758,952,1067,746,691,467,728,317,1176,4211,15796
"6037, WA",23,239,90,168,226,191,178,171,156,172,95,105,83,111,68,287,631,2993
"6038, WA",20,449,150,197,174,220,260,356,435,519,426,337,266,326,92,423,1629,6271
"6041, WA",17,126,49,116,155,114,93,78,83,81,44,44,38,51,38,128,290,1516
"6042, WA",0,11,0,12,3,6,10,11,7,5,0,4,0,0,0,10,0,79
"6043, WA",0,16,6,12,22,23,25,10,6,7,4,5,9,18,4,36,36,243
"6044, WA",7,97,36,90,131,87,69,77,102,84,29,29,28,48,41,114,156,1230
"6050, WA",47,995,559,681,780,895,778,704,811,975,756,752,558,1092,1306,1541,2152,15381
"6051, WA",73,831,273,599,628,716,693,720,895,1005,843,742,493,907,465,1059,1641,12581
"6052, WA",36,738,388,558,616,639,559,510,613,756,623,527,465,829,517,792,1942,11114
"6053, WA",45,943,489,720,843,817,740,748,820,985,811,795,551,1080,508,1066,2463,14435
"6054, WA",107,1471,691,1259,1390,1305,1170,1127,1343,1434,1028,917,680,968,361,1450,3672,20378
"6055, WA",88,1612,545,859,864,893,1086,1086,1413,1749,1239,1147,747,1094,463,1771,4381,21031
"6056, WA",181,2878,1313,2368,2781,2487,2279,2285,2596,2898,1945,1717,1089,1559,679,3158,6949,39167
"6057, WA",67,1231,529,809,999,912,934,950,1169,1380,910,786,544,816,309,1125,3331,16805
"6058, WA",55,1025,407,672,849,736,717,749,935,1031,766,590,354,484,157,859,2321,12697
"6059, WA",127,1959,889,1341,1674,1545,1395,1392,1430,1657,1164,1056,772,1269,776,1300,3751,23489
"6060, WA",89,1489,585,1240,1410,1542,1335,1330,1577,1949,1452,1251,868,1491,703,1838,3239,23398
"6061, WA",261,3163,1170,2762,3004,2625,2225,2435,2755,2813,1795,1292,774,903,228,3145,7228,38566
"6062, WA",206,2816,1151,1980,2502,2240,2063,2029,2231,2370,1662,1424,973,1278,476,2058,5199,32670
"6063, WA",67,1408,565,934,922,768,811,838,1000,1069,666,479,323,412,123,877,3091,14364
"6064, WA",222,2782,1193,2397,2344,2188,1998,1950,2182,2164,1305,917,552,712,198,1844,6374,31324
"6065, WA",255,4970,2193,2965,3059,3102,3152,3289,3695,4549,3388,3088,2206,3371,1330,3010,14379,61999
"6066, WA",118,1737,810,1187,1267,1048,1051,1126,1326,1414,961,705,491,632,223,882,3721,18705
"6067, WA",0,4,0,3,3,3,3,0,3,0,0,0,0,0,3,0,17,42
"6068, WA",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
"6069, WA",163,3137,1294,1674,1678,1531,1841,1873,2545,2867,2235,1850,1326,1954,799,2260,10361,39393
"6070, WA",12,300,157,168,180,214,193,175,184,170,198,186,120,264,197,169,767,3654
"6071, WA",14,284,159,197,193,188,210,188,179,201,152,149,127,225,154,173,607,3400
"6072, WA",3,62,25,49,62,64,41,35,34,54,31,47,31,53,29,123,154,898
"6073, WA",17,230,130,143,241,215,214,175,152,204,141,126,88,177,86,206,497,3043
"6074, WA",3,78,38,53,67,69,58,57,48,61,45,49,26,56,20,72,176,993
"6076, WA",87,1838,970,1073,1373,1385,1338,1119,1205,1381,1042,869,756,1352,886,1351,3931,21951
"6077, WA",18,124,63,80,101,106,86,73,96,81,88,59,47,65,54,94,197,1425
"6078, WA",6,77,38,53,58,51,41,40,67,71,41,55,34,47,28,75,156,933
"6079, WA",0,0,0,0,0,9,4,0,0,0,0,0,6,0,0,4,0,28
"6081, WA",19,397,205,257,277,218,259,222,270,291,250,206,169,299,144,293,971,4756
"6082, WA",9,279,119,188,193,196,167,160,167,227,163,155,111,181,85,168,656,3225
"6083, WA",26,317,149,201,176,167,166,166,206,255,154,182,107,211,129,287,610,3516
"6084, WA",44,706,254,354,463,399,424,404,488,588,396,363,244,420,205,793,1690,8240
"6090, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
"6100, WA",68,1238,433,661,714,802,782,740,962,1196,848,692,572,1067,665,1182,1864,14481
"6101, WA",77,1243,493,881,934,973,875,831,1015,1132,925,803,620,1074,543,1631,2504,16550
"6102, WA",110,1760,451,1017,1039,1093,844,727,787,775,504,425,282,420,141,1818,1481,13685
"6103, WA",62,770,271,543,603,611,548,554,684,739,567,508,339,588,255,1310,1405,10366
"6104, WA",82,984,423,723,833,930,727,798,1027,1082,780,629,456,735,328,1539,2247,14324
"6105, WA",89,1190,424,805,1039,927,879,874,1102,1120,682,635,380,561,192,1352,2738,14996
"6106, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25
"6107, WA",294,4655,1411,2571,2697,2600,2379,2567,3040,3384,2145,1651,1109,1499,533,2740,8331,43603
"6108, WA",121,2196,915,1370,1640,1426,1315,1375,1600,1822,1189,926,609,827,246,1131,4445,23152
"6109, WA",96,1129,382,795,870,873,707,776,843,931,530,357,205,216,110,841,2449,12120
"6110, WA",255,3626,1381,2284,2570,2225,2277,2355,2700,2965,2046,1549,1006,1401,541,2595,9085,40856
"6111, WA",97,1774,878,1460,1557,1419,1370,1333,1447,1613,1123,926,657,932,446,1644,4372,23064
"6112, WA",252,4667,1783,2855,3049,2916,2933,2993,3767,4285,2920,2517,1608,2320,891,3437,13361,56557
"6121, WA",20,284,138,128,184,138,162,134,175,197,167,145,102,184,108,120,582,2965
"6122, WA",88,1399,535,684,779,663,807,914,1118,1383,982,812,597,809,327,891,4613,17411
"6123, WA",5,144,58,65,104,77,83,89,103,98,68,77,40,60,20,124,333,1554
"6124, WA",4,78,44,69,72,50,68,58,57,70,60,52,39,64,45,104,252,1193
"6125, WA",21,267,105,137,233,169,164,164,167,230,140,122,98,161,107,264,581,3134
"6126, WA",0,56,12,22,21,15,13,16,16,22,15,10,3,9,9,357,42,622
"6147, WA",90,1596,586,988,1090,944,914,942,1055,1118,768,554,369,487,150,768,2729,15141
"6148, WA",88,1809,785,975,1059,1086,1023,970,1025,1097,841,732,579,976,711,868,3195,17817
"6149, WA",68,1783,918,1026,997,1032,1010,981,1014,1192,860,878,704,1288,799,798,3122,18473
"6150, WA",53,1456,815,858,756,656,789,664,643,758,583,557,418,804,586,869,1879,13147
"6151, WA",94,1372,552,702,656,721,782,717,886,1095,898,799,650,1325,1472,1356,2503,16576
"6152, WA",109,2486,892,1362,1329,1524,1376,1213,1357,1693,1307,1248,959,1649,1409,1934,3611,25463
"6153, WA",83,1759,899,895,873,898,940,977,1035,1195,913,906,722,1433,1921,1149,3268,19865
"6154, WA",27,813,426,492,549,617,582,446,530,562,472,435,349,706,559,558,1898,10032
"6155, WA",250,6052,2278,2591,2375,2139,2448,2457,2999,3364,2484,2314,1767,2912,1420,2739,10656,51249
"6156, WA",62,1143,631,826,920,1045,839,782,859,980,811,799,615,1149,960,1044,3426,16901
"6157, WA",38,837,489,644,733,781,767,646,749,863,730,706,603,990,679,873,2391,13526
"6158, WA",17,492,264,360,338,312,336,351,407,404,340,369,301,544,668,518,1349,7375
"6159, WA",20,193,104,140,140,153,143,125,159,210,162,182,150,296,387,356,405,3337
"6160, WA",33,422,267,524,519,514,446,401,452,567,423,384,327,591,453,1023,869,8209
"6161, WA",0,6,4,3,4,0,9,16,10,17,6,7,7,5,0,201,37,338
"6162, WA",37,685,371,656,751,780,626,560,599,659,538,509,432,755,526,756,1788,11025
"6163, WA",223,3683,1651,3139,3853,3378,3085,2613,3193,3478,2539,2192,1667,2622,1268,3921,7863,50360
"6164, WA",293,4750,1999,2407,2537,2347,2658,2872,3505,4163,3287,2840,2145,3491,1527,3152,13242,57214
"6165, WA",0,11,5,3,6,7,3,7,10,8,0,3,4,0,3,9,3,77
"6166, WA",48,715,397,473,623,548,570,494,531,652,528,427,362,598,328,536,1668,9503
"6167, WA",138,2000,756,1601,1705,1542,1386,1341,1591,1832,1185,920,643,894,319,2936,5659,26448
"6168, WA",103,1741,752,1627,2194,1974,1533,1270,1414,1509,1101,842,604,944,409,2451,3552,24025
"6169, WA",158,2798,1196,2066,2657,2214,2134,1907,2012,2079,1502,1307,1018,1683,710,2446,6786,34670
"6170, WA",81,1083,396,548,497,517,562,649,840,1041,768,572,399,532,194,702,3019,12394
"6171, WA",115,2497,1005,1159,1366,1151,1417,1392,1694,2177,1612,1516,1152,1927,746,2128,8610,31651
"6172, WA",60,1263,521,644,731,642,714,648,758,850,609,527,433,720,285,1011,3353,13779
"6173, WA",51,1180,471,469,395,409,508,498,551,636,525,542,480,882,506,602,3366,12076
"6174, WA",14,285,154,164,180,181,181,177,198,233,168,178,130,204,100,251,983,3788
"6175, WA",21,330,164,190,182,133,151,147,179,213,176,158,126,259,125,212,979,3747
"6176, WA",3,106,52,57,61,66,68,75,88,118,63,56,44,67,33,120,291,1372
"6180, WA",20,411,196,313,346,223,265,269,296,329,251,207,174,283,113,302,1410,5406
"6181, WA",3,49,22,24,23,21,29,21,21,30,22,16,26,36,20,23,108,485
"6182, WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6207, WA",3,110,28,50,62,62,65,43,62,55,33,45,39,67,35,94,207,1047
"6208, WA",47,905,358,806,1058,902,756,634,556,568,352,387,309,631,257,1033,2292,11843
"6209, WA",7,143,66,174,207,186,149,98,98,96,62,53,53,82,39,151,289,1955
"6210, WA",335,5305,2265,4422,6440,5433,4781,3753,3643,3778,2474,2114,1810,3134,1677,5238,11725,68312
"6211, WA",33,598,263,407,671,423,446,364,338,329,245,247,205,404,212,484,1421,7087
"6213, WA",5,50,30,48,47,60,34,39,28,33,21,24,20,50,15,86,126,717
"6214, WA",7,45,35,36,28,28,45,34,30,35,23,20,21,46,13,52,117,614
"6215, WA",17,320,125,267,312,295,258,211,179,177,142,129,125,233,87,502,774,4150
"6218, WA",0,42,13,36,35,26,16,19,25,18,14,9,13,11,4,31,82,398
"6220, WA",28,290,140,281,444,348,259,298,282,308,178,167,105,172,69,462,827,4670
"6221, WA",3,61,10,18,18,24,17,26,10,11,7,11,10,14,3,106,77,421
"6223, WA",0,12,13,10,15,15,11,14,7,15,5,10,9,7,11,25,46,215
"6224, WA",10,82,48,81,81,83,85,65,65,68,47,35,38,35,17,100,211,1153
"6225, WA",42,690,329,658,822,678,533,459,388,375,270,228,211,642,229,832,1727,9108
"6226, WA",6,79,29,34,41,26,51,29,54,55,32,34,31,63,29,46,203,839
"6227, WA",0,62,29,39,51,31,30,49,38,43,32,34,23,53,17,44,225,800
"6228, WA",0,19,4,4,13,13,10,10,10,11,10,7,9,5,0,18,34,174
"6229, WA",0,25,5,6,30,17,5,14,12,17,7,6,3,7,0,22,24,192
"6230, WA",155,2857,1438,2315,3161,2879,2697,2598,2723,2630,1811,1622,1347,1980,1015,3414,8484,43134
"6232, WA",51,771,354,522,724,662,671,665,661,671,472,396,344,521,193,844,2374,10886
"6233, WA",87,1404,686,893,1115,963,1095,1064,976,1095,811,773,625,1100,452,1248,4456,18843
"6236, WA",14,132,91,107,129,137,136,121,118,122,84,83,70,115,62,155,389,2056
"6237, WA",12,172,90,118,158,157,153,160,152,141,119,113,86,140,57,157,497,2477
"6239, WA",29,315,148,281,346,294,276,266,231,243,177,157,104,180,85,424,848,4407
"6240, WA",0,12,5,9,9,14,8,11,14,5,0,0,0,7,3,4,11,123
"6243, WA",0,8,0,4,0,4,5,0,4,4,4,0,0,0,0,7,13,62
"6244, WA",9,90,34,109,117,106,104,92,78,101,60,55,25,52,32,118,271,1454
"6251, WA",7,19,15,26,28,36,28,28,18,10,15,11,15,6,4,43,67,388
"6252, WA",0,10,13,17,19,12,10,8,5,3,0,0,8,0,8,26,21,151
"6253, WA",3,38,23,49,48,68,51,44,38,41,22,15,16,19,7,55,75,613
"6254, WA",0,29,21,50,75,41,25,21,24,16,15,18,9,14,7,36,92,501
"6255, WA",18,243,148,271,391,332,263,263,204,206,126,100,110,171,40,329,687,3915
"6256, WA",0,14,21,14,31,24,29,40,29,26,17,14,5,24,4,26,66,381
"6258, WA",23,313,224,421,560,470,432,497,452,432,268,233,142,167,77,574,1275,6567
"6260, WA",12,81,58,80,111,102,91,107,101,95,55,38,29,34,26,146,266,1431
"6262, WA",3,50,22,64,86,73,33,53,36,37,27,21,5,23,15,75,128,740
"6271, WA",13,206,109,171,254,230,213,206,195,221,140,120,90,117,70,261,697,3313
"6275, WA",3,76,41,116,130,130,103,82,83,77,53,36,17,38,17,135,211,1341
"6280, WA",101,1640,925,1495,2306,2084,2065,1902,1793,1774,1115,964,641,987,508,2295,5573,28160
"6281, WA",17,368,229,312,335,354,460,486,548,525,327,307,211,336,242,518,1638,7204
"6282, WA",10,82,53,65,58,62,94,82,85,82,48,62,53,74,69,93,269,1330
"6284, WA",12,124,72,83,111,97,144,127,152,145,79,93,65,92,50,199,609,2245
"6285, WA",32,455,294,448,534,576,644,604,631,691,395,308,229,324,206,677,2120,9176
"6286, WA",7,28,12,42,35,44,58,63,49,49,22,26,11,20,7,40,94,601
"6288, WA",3,35,18,21,27,31,42,48,53,40,23,10,13,11,12,53,127,556
"6290, WA",3,59,71,142,226,210,152,126,107,94,62,51,20,35,17,141,157,1675
"6302, WA",28,190,132,202,351,340,226,210,199,195,127,123,94,132,47,406,612,3622
"6304, WA",5,93,45,112,206,143,106,119,103,116,61,41,43,52,28,202,267,1725
"6306, WA",0,44,26,71,75,63,64,69,71,62,40,44,26,27,32,137,174,1022
"6308, WA",12,97,53,116,153,112,85,75,94,83,73,49,49,50,25,187,284,1593
"6309, WA",0,14,3,21,39,22,10,17,17,22,12,8,6,15,5,36,38,273
"6311, WA",4,30,15,25,57,35,35,29,36,56,19,23,12,24,9,69,115,596
"6312, WA",25,336,105,228,370,332,308,296,291,285,218,179,114,160,76,523,1025,4882
"6313, WA",0,12,4,20,21,20,10,25,11,26,11,10,7,12,11,46,46,291
"6315, WA",13,93,58,132,175,210,129,116,130,140,74,47,38,46,28,190,360,1987
"6316, WA",0,11,4,24,28,26,20,17,22,18,16,22,20,14,6,20,70,347
"6317, WA",14,215,115,238,316,226,228,394,292,232,161,140,83,108,37,533,841,4180
"6318, WA",0,21,9,29,42,38,28,40,44,23,23,16,7,13,19,55,109,525
"6320, WA",0,18,12,44,48,39,38,34,29,38,21,15,14,19,4,83,164,620
"6321, WA",0,27,8,32,59,40,30,30,37,33,21,13,9,10,9,41,103,499
"6322, WA",4,8,3,18,22,18,20,14,20,10,9,7,0,0,4,31,37,227
"6323, WA",3,65,33,95,109,101,75,49,64,57,40,24,14,33,9,89,148,992
"6324, WA",26,227,121,225,296,266,245,198,256,212,130,81,78,84,36,398,643,3513
