OCCP - 1 Digit Level,Managers,Professionals,Technicians and Trades Workers,Community and Personal Service Workers,Clerical and Administrative Workers,Sales Workers,Machinery Operators and Drivers,Labourers,Inadequately described,Not stated,Not applicable,Total
"4505, QLD",913,1150,1692,1022,1499,1054,820,1125,82,59,11036,20450
"4506, QLD",791,922,1610,1166,1284,1065,920,1484,94,75,12400,21807
"4507, QLD",584,845,778,726,653,601,367,605,60,48,12886,18145
"4508, QLD",523,793,1176,1083,947,758,781,1175,65,74,12483,19850
"4509, QLD",1803,2942,1929,1820,2206,1651,807,1127,134,79,15607,30104
"4510, QLD",1545,1938,2897,2298,2202,1937,1787,3200,214,141,30142,48305
"4511, QLD",277,383,573,417,421,387,276,394,28,23,5911,9094
"4512, QLD",242,213,271,141,242,183,139,198,11,23,1774,3438
"4514, QLD",316,277,451,332,349,281,283,420,23,21,4652,7406
"4515, QLD",196,159,250,177,160,100,152,471,11,21,2372,4063
"4516, QLD",253,224,353,187,267,184,181,230,28,15,2045,3962
"4517, QLD",58,28,52,32,35,41,29,50,6,0,449,763
"4518, QLD",288,333,373,253,273,230,186,305,17,20,2787,5061
"4519, QLD",411,502,640,378,414,364,308,561,28,22,4807,8422
"4520, QLD",1140,1908,819,615,947,485,181,348,63,35,6648,13201
"4521, QLD",338,474,364,219,309,182,118,187,18,15,2498,4731
"4550, QLD",169,257,370,212,203,232,163,269,14,13,2353,4255
"4551, QLD",2455,4099,3898,3073,3101,2735,1262,2437,202,179,33292,56733
"4552, QLD",498,759,486,364,304,260,142,363,31,30,5186,8431
"4553, QLD",330,450,544,325,400,256,179,267,25,17,3106,5887
"4554, QLD",117,183,155,79,128,83,61,77,7,5,1054,1944
"4555, QLD",360,591,551,336,452,323,182,316,20,23,3769,6926
"4556, QLD",2314,4378,2642,2270,2571,2315,767,1509,156,110,24313,43334
"4557, QLD",1103,1798,1473,1215,1274,1209,366,897,69,61,9523,18990
"4558, QLD",1010,1497,1341,1122,1084,1037,400,999,88,59,10523,19163
"4559, QLD",371,541,472,302,380,265,151,322,25,12,3486,6322
"4560, QLD",1295,2284,2266,1700,1714,1327,787,1647,131,94,18461,31712
"4561, QLD",410,602,608,357,414,300,238,392,39,22,3830,7212
"4562, QLD",559,769,593,365,400,367,137,358,32,28,4430,8035
"4563, QLD",439,617,550,394,446,376,216,437,33,22,4948,8476
"4564, QLD",552,887,858,622,664,551,236,486,34,26,5684,10592
"4565, QLD",637,840,1021,776,661,650,307,788,55,38,8718,14502
"4566, QLD",520,577,458,381,393,420,102,290,32,27,4928,8126
"4567, QLD",808,1133,668,683,535,625,122,430,54,31,5920,11016
"4568, QLD",155,256,261,197,186,139,112,200,5,9,2037,3558
"4569, QLD",66,135,120,91,61,52,56,95,5,4,949,1625
"4570, QLD",1852,1966,2450,1757,1759,1558,1435,2325,132,121,27066,42426
"4571, QLD",46,46,56,36,28,21,14,37,0,0,515,811
"4572, QLD",267,510,261,250,241,214,59,142,15,10,1985,3957
"4573, QLD",1384,2735,1905,1456,1407,1266,448,1046,92,63,14479,26276
"4574, QLD",101,75,92,41,53,42,46,83,4,0,755,1300
"4575, QLD",1378,2120,1727,1199,1462,1261,448,1065,79,54,12988,23777
"4580, QLD",94,106,163,132,110,129,77,177,8,14,3866,4881
"4581, QLD",96,66,87,90,43,68,27,76,4,9,962,1525
"4600, QLD",66,28,43,23,33,18,30,59,0,6,591,895
"4601, QLD",151,42,47,39,32,26,29,76,5,11,718,1169
"4605, QLD",252,183,158,236,138,106,93,224,7,22,3422,4839
"4606, QLD",130,109,110,120,88,73,93,143,4,8,1562,2448
"4608, QLD",82,42,48,41,47,21,46,49,9,5,516,909
"4610, QLD",934,890,876,681,645,575,493,987,36,51,8670,14840
"4611, QLD",14,0,8,10,6,0,6,3,0,0,72,115
"4612, QLD",33,10,4,0,4,10,8,14,0,3,168,257
"4613, QLD",88,22,20,30,12,12,31,47,4,8,591,865
"4614, QLD",50,25,49,35,29,23,34,60,8,7,864,1178
"4615, QLD",249,246,319,241,200,188,238,363,21,20,4958,7053
"4620, QLD",49,11,16,12,13,9,17,19,0,0,250,398
"4621, QLD",132,51,66,60,55,47,54,113,9,6,1187,1788
"4625, QLD",253,136,111,124,128,79,82,289,9,20,1532,2756
"4626, QLD",253,68,79,72,79,65,77,343,8,15,1153,2209
"4627, QLD",106,23,16,28,25,15,42,56,0,6,559,875
"4630, QLD",328,87,112,97,91,65,97,144,11,14,1367,2406
"4650, QLD",1074,1454,1641,1560,1566,1082,951,1436,75,92,22959,33889
"4655, QLD",1854,3484,2806,2945,2192,2302,1178,2296,130,157,40192,59546
"4659, QLD",109,138,172,160,126,128,107,165,11,13,3665,4793
"4660, QLD",381,236,315,218,232,218,260,419,10,23,4838,7145
"4662, QLD",15,21,31,47,22,24,18,27,4,0,594,793
"4670, QLD",3274,4719,4250,3582,3592,3189,2345,4377,226,229,49827,79606
"4671, QLD",326,149,217,165,174,144,273,328,14,24,4243,6059
"4673, QLD",50,22,32,22,14,13,27,41,0,3,426,649
"4674, QLD",82,31,45,34,28,32,55,69,6,5,1058,1456
"4676, QLD",14,0,6,5,3,0,4,6,0,0,102,159
"4677, QLD",196,164,238,145,128,125,139,200,11,15,2188,3552
"4678, QLD",49,23,61,16,28,19,58,57,4,4,516,852
"4680, QLD",2157,3411,5341,2221,2689,2071,3004,3056,265,145,29819,54167
"4694, QLD",13,10,11,5,7,13,15,9,0,0,110,189
"4695, QLD",54,35,81,38,31,28,90,71,0,9,683,1119
"4697, QLD",14,3,6,5,6,7,6,14,0,0,88,144
"4699, QLD",31,20,26,18,19,9,23,28,0,7,281,457
"4700, QLD",739,1608,1074,959,870,612,505,778,56,47,10196,17435
"4701, QLD",1586,3055,3187,2314,2613,2048,1469,2541,136,92,23712,42761
"4702, QLD",1957,1306,2047,1263,1520,994,1732,1521,115,98,16067,28611
"4703, QLD",1078,1620,1741,1163,1183,885,943,926,86,56,12858,22533
"4704, QLD",13,4,4,10,15,4,8,13,3,0,69,138
"4705, QLD",85,8,13,4,11,9,8,44,0,3,164,352
"4706, QLD",23,7,0,0,0,0,3,12,0,0,57,101
"4707, QLD",31,5,11,5,11,0,18,24,5,0,146,251
"4709, QLD",41,56,144,31,51,18,103,40,0,7,628,1129
"4710, QLD",175,239,290,222,214,163,213,188,17,21,3102,4845
"4711, QLD",93,132,203,84,160,104,89,73,8,0,893,1852
"4712, QLD",32,8,20,8,14,3,28,19,6,3,141,277
"4713, QLD",17,24,16,58,18,11,11,31,4,4,769,960
"4714, QLD",56,69,111,110,68,71,114,154,6,12,2159,2941
"4715, QLD",425,421,709,256,382,289,445,594,23,23,3557,7123
"4716, QLD",112,35,73,23,43,30,62,75,4,3,429,881
"4717, QLD",168,226,508,136,208,115,674,270,23,10,2413,4751
"4718, QLD",205,103,188,62,99,77,240,155,11,8,1246,2379
"4719, QLD",152,39,57,37,36,20,86,87,0,3,487,1004
"4720, QLD",747,967,1314,531,889,721,1100,703,52,42,7328,14396
"4721, QLD",421,161,291,116,145,85,290,220,13,17,1968,3719
"4722, QLD",276,73,113,58,79,39,148,147,9,10,866,1816
"4723, QLD",171,60,119,38,70,24,108,94,4,8,741,1419
"4724, QLD",133,27,17,24,31,11,34,82,0,5,218,578
"4725, QLD",137,108,104,78,95,55,50,119,3,12,778,1534
"4726, QLD",61,17,10,19,16,7,30,28,0,3,227,406
"4727, QLD",58,8,14,6,16,8,21,19,5,0,109,265
"4728, QLD",40,4,5,8,5,5,4,16,0,0,113,204
"4730, QLD",285,289,238,196,221,147,105,207,13,26,1522,3233
"4731, QLD",43,0,8,7,6,0,9,26,0,0,107,220
"4732, QLD",25,3,0,3,0,3,3,12,0,0,71,132
"4733, QLD",78,0,0,5,4,4,0,13,0,0,79,187
"4735, QLD",102,43,77,49,44,24,48,77,5,4,487,966
"4736, QLD",9,5,9,3,8,0,18,8,0,0,34,100
"4737, QLD",294,284,648,257,343,302,629,498,34,28,4824,8139
"4738, QLD",118,30,77,29,47,38,118,54,8,6,664,1180
"4739, QLD",49,3,9,10,12,20,34,18,0,3,176,333
"4740, QLD",3651,5856,7375,3412,4539,3588,4249,3816,356,280,42964,80092
"4741, QLD",552,297,613,233,371,206,577,324,26,31,3847,7074
"4742, QLD",96,28,91,20,41,13,159,101,8,5,568,1138
"4743, QLD",29,47,80,15,30,17,87,32,5,4,287,621
"4744, QLD",357,555,1040,295,415,215,989,399,35,23,4406,8735
"4745, QLD",93,128,247,69,109,60,376,159,8,0,1738,2989
"4746, QLD",98,102,219,63,68,48,287,82,9,3,961,1934
"4750, QLD",245,411,503,273,310,290,343,250,25,16,3076,5749
"4751, QLD",232,264,537,162,326,213,308,211,13,10,2235,4502
"4753, QLD",193,216,492,157,259,154,319,194,21,16,2269,4285
"4754, QLD",149,117,195,81,89,57,171,110,7,4,1264,2251
"4756, QLD",44,20,38,19,21,9,47,32,6,3,365,607
"4757, QLD",22,7,15,10,10,4,29,23,0,4,230,351
"4798, QLD",49,26,33,22,24,11,67,38,0,4,413,687
"4799, QLD",61,34,62,26,33,24,65,60,3,4,691,1062
"4800, QLD",560,505,785,373,478,414,543,508,30,41,5082,9323
"4801, QLD",49,9,61,55,12,8,3,33,0,0,36,264
"4802, QLD",650,691,865,593,491,535,420,574,47,28,4924,9832
"4803, QLD",167,70,184,223,71,58,32,205,3,6,849,1866
"4804, QLD",91,51,126,61,62,42,139,119,5,12,1027,1726
"4805, QLD",609,437,630,416,432,375,607,1021,38,40,6228,10827
"4806, QLD",324,159,209,171,190,134,197,284,10,19,2179,3872
"4807, QLD",781,585,788,470,576,409,555,818,29,51,5969,11034
"4808, QLD",88,71,91,40,53,50,81,92,3,0,539,1115
"4809, QLD",121,27,68,35,41,19,68,96,7,3,519,1005
"4810, QLD",1351,3077,1279,1408,1335,825,547,823,93,55,11051,21840
"4811, QLD",644,1139,822,962,838,546,451,591,53,30,7071,13145
"4812, QLD",741,1886,1216,1127,1150,811,552,956,64,54,10248,18803
"4814, QLD",1880,4454,3046,3533,2741,2110,1412,1843,183,135,24778,46124
"4815, QLD",693,998,1390,1348,1153,898,828,1030,68,57,12571,21035
"4816, QLD",572,456,514,417,382,207,343,529,22,32,5791,9270
"4817, QLD",1310,2340,2314,2158,2164,1598,1086,1353,137,62,15893,30409
"4818, QLD",1345,1877,2508,1835,1936,1302,1348,1287,129,92,14574,28222
"4819, QLD",124,176,148,145,88,95,53,116,8,13,1384,2342
"4820, QLD",575,605,588,475,405,365,463,606,28,39,6692,10842
"4821, QLD",180,57,70,53,60,39,73,122,5,0,660,1324
"4822, QLD",114,38,41,28,44,16,39,90,4,8,358,787
"4823, QLD",169,47,71,28,42,17,77,110,4,11,344,922
"4824, QLD",180,190,210,94,175,68,259,189,9,11,1374,2764
"4828, QLD",14,4,15,12,3,6,10,23,0,0,124,211
"4829, QLD",58,13,30,16,25,6,25,70,5,5,234,467
"4830, QLD",49,52,43,82,56,23,20,80,10,3,1296,1713
"4849, QLD",57,50,72,55,37,47,40,105,8,0,911,1368
"4850, QLD",709,555,736,491,500,372,551,592,28,34,6345,10920
"4852, QLD",240,230,237,180,165,134,110,223,21,12,2138,3692
"4854, QLD",408,164,327,174,222,169,301,691,18,30,2962,5481
"4855, QLD",48,34,47,27,32,23,36,62,0,3,449,769
"4856, QLD",65,28,33,35,31,24,47,52,0,0,396,711
"4858, QLD",91,74,107,76,79,73,64,106,7,4,805,1486
"4859, QLD",30,22,26,21,18,14,27,61,3,7,233,466
"4860, QLD",642,602,587,496,481,379,341,919,32,42,6770,11293
"4861, QLD",82,65,91,73,55,41,54,93,9,9,883,1454
"4865, QLD",407,548,756,411,452,338,283,418,21,30,4454,8114
"4868, QLD",1002,1582,1619,1287,1546,1168,653,1063,99,75,11960,22063
"4869, QLD",708,1037,1463,1129,1251,1027,685,965,101,53,10591,19016
"4870, QLD",3553,7170,4394,4728,4082,3337,1565,3060,316,246,38557,71005
"4871, QLD",760,435,535,429,429,228,373,691,33,52,7008,10977
"4872, QLD",458,142,172,139,168,90,139,245,17,20,2309,3898
"4873, QLD",370,361,479,400,302,233,185,406,42,29,3649,6456
"4874, QLD",179,344,586,201,219,99,569,195,18,7,2823,5241
"4875, QLD",229,502,286,398,343,125,57,308,48,46,5763,8099
"4876, QLD",89,117,96,163,104,59,61,108,4,6,2011,2829
"4877, QLD",465,309,408,431,251,303,86,403,23,19,2463,5140
"4878, QLD",727,1356,1013,935,807,700,337,579,60,27,6954,13483
"4879, QLD",1242,2025,1359,1291,1220,1087,399,814,106,60,9843,19448
"4880, QLD",717,563,690,617,592,464,343,900,41,49,8315,13294
"4881, QLD",270,388,273,228,220,162,84,171,19,14,2669,4495
"4882, QLD",182,180,185,143,146,115,87,159,3,13,1510,2716
"4883, QLD",447,557,473,394,401,375,209,487,19,18,5050,8428
"4884, QLD",142,187,101,89,97,63,34,72,7,10,1073,1867
"4885, QLD",221,262,227,201,162,121,115,210,12,12,2252,3806
"4886, QLD",93,35,44,41,30,15,21,53,0,5,505,844
"4887, QLD",71,95,83,105,70,63,63,105,3,10,1365,2037
"4888, QLD",149,86,117,109,83,84,115,131,9,8,2213,3097
"4890, QLD",59,71,61,84,50,19,31,68,10,10,813,1279
"4891, QLD",34,18,39,24,30,8,20,69,6,3,280,531
"4892, QLD",182,241,195,334,117,56,93,236,27,27,4112,5616
"4895, QLD",165,277,195,217,162,91,141,235,26,20,2921,4446
"5000, SA",858,2212,479,754,700,450,87,337,65,25,9142,15113
"5005, SA",0,0,0,0,0,0,0,0,0,0,0,0
"5006, SA",518,1304,194,385,393,276,56,132,29,11,3651,6953
"5007, SA",422,1128,364,421,483,295,134,239,34,19,3540,7082
"5008, SA",564,1407,713,736,785,573,347,693,61,42,7751,13680
"5009, SA",227,477,309,265,384,245,178,257,30,18,2639,5025
"5010, SA",161,349,267,301,223,209,181,424,30,13,3698,5848
"5011, SA",629,1271,801,674,955,565,344,555,40,22,5855,11715
"5012, SA",295,608,574,645,394,313,363,762,47,47,7126,11167
"5013, SA",310,538,669,541,492,369,414,601,44,22,5989,9980
"5014, SA",497,898,856,683,830,551,389,595,35,25,6402,11765
"5015, SA",336,526,401,382,430,285,190,275,38,14,2808,5694
"5016, SA",483,831,629,551,678,387,265,384,38,31,4576,8847
"5017, SA",146,241,281,263,263,165,206,288,26,3,3138,5024
"5018, SA",331,430,426,374,486,277,212,243,27,14,2743,5571
"5019, SA",561,1005,507,519,604,381,236,335,44,35,4897,9117
"5020, SA",237,312,180,150,233,149,58,86,17,10,1669,3111
"5021, SA",387,548,300,267,456,282,120,151,40,14,3218,5791
"5022, SA",1247,2010,858,886,1076,724,270,446,58,30,8136,15741
"5023, SA",666,1232,1022,853,1180,780,489,861,72,57,9362,16571
"5024, SA",882,1527,788,727,1089,732,287,461,67,40,7248,13847
"5025, SA",437,800,526,404,696,458,196,309,36,23,4366,8254
"5031, SA",592,1420,560,601,639,444,173,415,36,29,5029,9929
"5032, SA",704,1424,809,692,966,620,299,530,61,31,6574,12711
"5033, SA",373,869,486,517,566,375,238,484,32,17,4415,8373
"5034, SA",745,1934,416,510,621,441,100,257,54,23,4948,10047
"5035, SA",372,940,300,403,422,251,79,240,34,11,3055,6102
"5037, SA",548,1204,600,638,750,475,232,508,32,33,5775,10791
"5038, SA",755,1706,987,1067,1135,701,405,794,64,45,7595,15263
"5039, SA",436,1114,511,536,580,408,149,386,30,22,4671,8852
"5040, SA",168,228,97,124,208,95,42,71,3,3,1468,2505
"5041, SA",937,2073,670,731,921,608,144,437,51,28,6793,13393
"5042, SA",427,1105,561,651,601,456,171,484,33,31,6314,10836
"5043, SA",693,1828,1007,1169,1122,786,336,824,64,35,10920,18783
"5044, SA",765,1395,539,631,809,520,150,299,46,26,5689,10878
"5045, SA",1226,2102,861,970,1137,744,209,460,70,39,7769,15591
"5046, SA",398,988,516,585,607,445,143,336,32,17,5024,9087
"5047, SA",350,777,456,551,497,401,147,370,27,32,4647,8262
"5048, SA",844,1662,699,859,973,568,180,461,43,26,7902,14224
"5049, SA",653,1356,660,563,657,448,159,316,63,30,4861,9763
"5050, SA",337,838,279,302,307,213,62,162,28,12,3066,5602
"5051, SA",971,2397,810,779,953,541,137,452,50,20,6968,14074
"5052, SA",438,1158,322,315,383,232,58,144,28,8,3272,6370
"5061, SA",892,1886,294,409,621,430,62,187,44,40,4833,9691
"5062, SA",1092,2847,527,694,956,582,124,380,68,13,7641,14917
"5063, SA",882,2417,449,573,719,501,86,277,49,14,6340,12306
"5064, SA",767,1689,253,383,505,372,69,185,34,24,5588,9854
"5065, SA",679,1840,281,388,557,366,59,214,47,24,5748,10200
"5066, SA",972,2196,342,493,672,479,68,198,56,19,6235,11720
"5067, SA",791,2086,338,497,579,416,80,232,49,24,5041,10142
"5068, SA",812,2074,472,609,754,467,109,299,49,23,6519,12187
"5069, SA",640,1652,346,416,512,314,68,186,48,21,4097,8293
"5070, SA",770,2024,659,725,931,597,187,494,55,39,7806,14272
"5072, SA",780,1868,563,575,864,539,144,373,67,38,6858,12662
"5073, SA",902,1912,786,731,1031,717,213,522,73,43,8301,15237
"5074, SA",529,1233,714,664,852,622,289,580,47,43,7360,12940
"5075, SA",533,1103,662,556,754,493,214,455,38,23,5805,10630
"5076, SA",593,1151,644,485,759,555,165,330,49,28,4422,9176
"5081, SA",747,1618,311,376,542,364,98,202,44,22,4958,9274
"5082, SA",1079,2305,792,710,1083,648,271,585,56,40,7365,14930
"5083, SA",483,1080,408,413,551,358,167,321,40,18,3644,7491
"5084, SA",269,595,509,422,328,328,300,702,33,50,6527,10058
"5085, SA",855,2142,1096,991,1183,709,482,969,77,72,11401,19972
"5086, SA",723,1683,868,909,1090,673,381,794,64,47,8913,16146
"5087, SA",500,1391,653,602,698,489,250,541,46,36,6167,11377
"5088, SA",95,236,222,187,225,150,112,202,19,3,1825,3294
"5089, SA",413,807,463,350,561,320,141,211,27,19,3257,6584
"5090, SA",274,623,492,406,476,323,184,316,29,22,4738,7887
"5091, SA",364,762,644,450,535,359,186,252,36,12,3893,7506
"5092, SA",723,1420,1280,1043,1398,826,518,917,72,37,9343,17569
"5093, SA",322,656,608,520,556,369,304,459,39,25,5154,9010
"5094, SA",23,28,50,50,37,28,44,70,0,6,570,899
"5095, SA",1117,2137,1248,1217,1410,951,621,977,115,45,10693,20524
"5096, SA",551,850,1015,801,879,664,513,697,75,28,7308,13387
"5097, SA",588,1120,1094,810,1106,686,414,617,72,34,7020,13561
"5098, SA",403,765,758,685,760,495,418,646,61,31,7301,12318
"5106, SA",0,9,0,0,0,0,0,0,0,0,183,199
"5107, SA",519,731,984,957,791,709,738,1219,67,52,10329,17095
"5108, SA",1119,1328,2264,2056,2022,1614,1927,2860,178,146,25083,40610
"5109, SA",768,983,1475,1137,1345,912,773,1228,118,41,12073,20856
"5110, SA",406,335,508,444,449,400,402,638,54,37,5289,8958
"5111, SA",21,17,40,122,0,0,23,0,0,0,42,276
"5112, SA",404,658,899,824,726,644,709,1051,61,62,13395,19422
"5113, SA",261,305,645,721,464,472,671,1117,48,52,14127,18888
"5114, SA",1212,1526,2273,2058,1896,1669,1515,2044,169,84,19519,33958
"5115, SA",378,403,685,626,553,500,469,663,55,23,6037,10392
"5116, SA",391,557,597,565,533,419,299,495,40,33,5520,9454
"5117, SA",192,158,278,127,234,134,145,167,11,16,1460,2924
"5118, SA",963,1321,1330,1060,1172,840,623,999,107,43,9951,18411
"5120, SA",245,95,91,60,99,66,96,92,9,8,1116,1978
"5121, SA",130,68,97,83,80,57,91,80,7,9,969,1674
"5125, SA",1279,1897,1346,1156,1775,1125,449,735,103,36,9319,19222
"5126, SA",380,608,625,462,615,348,219,297,23,18,3585,7179
"5127, SA",466,808,578,504,743,461,194,317,48,13,3624,7759
"5131, SA",77,95,99,61,83,33,19,40,5,3,465,984
"5132, SA",47,36,36,17,37,10,4,25,3,0,213,428
"5133, SA",38,52,30,24,26,16,8,14,4,0,182,389
"5134, SA",36,68,20,17,21,13,8,22,3,3,228,432
"5136, SA",42,69,21,31,30,13,16,9,0,3,288,532
"5137, SA",55,83,42,28,36,19,13,16,3,0,278,576
"5138, SA",26,57,12,19,22,5,4,15,0,0,126,289
"5139, SA",41,25,17,8,5,5,4,11,0,0,115,232
"5140, SA",38,78,17,12,30,30,14,8,0,0,196,419
"5141, SA",55,101,50,45,44,24,12,17,3,0,330,680
"5142, SA",47,71,37,25,38,25,7,33,0,5,280,573
"5144, SA",41,54,35,15,28,12,13,13,0,0,198,417
"5150, SA",7,0,0,3,0,0,0,0,0,0,31,56
"5151, SA",39,54,19,19,26,17,9,19,0,0,177,364
"5152, SA",500,1190,244,248,332,217,60,150,27,14,3156,6132
"5153, SA",505,968,472,306,368,255,141,278,27,17,3090,6424
"5154, SA",264,645,135,155,171,108,29,68,19,0,1767,3355
"5155, SA",259,682,270,226,238,151,48,111,19,13,1804,3824
"5156, SA",81,169,65,46,51,29,12,31,5,0,463,952
"5157, SA",265,327,235,128,223,158,76,118,9,4,1373,2913
"5158, SA",1334,2578,2159,1694,2100,1387,656,1015,122,60,11633,24738
"5159, SA",1889,3537,2523,2052,2782,1737,681,1268,152,74,16248,32934
"5160, SA",4,0,7,0,0,4,0,0,0,0,15,24
"5161, SA",366,651,864,663,739,504,298,565,31,21,5446,10152
"5162, SA",1331,1891,2551,2165,2394,1836,1067,1853,125,78,18985,34292
"5163, SA",444,573,1022,877,776,683,456,771,58,38,8424,14120
"5164, SA",88,133,297,268,174,190,114,276,13,16,3722,5288
"5165, SA",158,289,354,311,241,226,132,269,30,12,3363,5383
"5166, SA",60,70,132,117,74,76,62,101,12,0,1161,1879
"5167, SA",242,421,448,389,330,260,133,277,27,13,3160,5705
"5168, SA",205,313,406,319,313,273,164,292,29,12,3176,5499
"5169, SA",697,1177,1343,1111,1070,864,476,821,65,31,9430,17086
"5170, SA",67,103,95,74,65,58,29,60,5,0,588,1151
"5171, SA",462,502,421,295,353,279,121,247,26,9,3208,5919
"5172, SA",315,416,312,218,239,140,95,199,21,14,1965,3932
"5173, SA",472,739,937,769,590,572,335,675,44,38,7592,12769
"5174, SA",155,161,243,163,162,140,91,160,18,0,1622,2917
"5201, SA",187,163,165,121,117,79,62,116,7,6,926,1942
"5202, SA",95,47,54,48,39,38,36,53,4,0,448,873
"5203, SA",113,46,67,46,49,49,26,74,4,3,789,1273
"5204, SA",151,126,148,129,114,97,49,144,16,7,1851,2826
"5210, SA",98,103,148,119,102,67,65,88,3,10,917,1718
"5211, SA",644,761,709,714,578,548,245,644,47,27,10360,15275
"5212, SA",78,120,107,88,62,83,27,76,3,8,1447,2100
"5213, SA",75,99,82,82,70,32,20,64,3,3,629,1157
"5214, SA",344,356,418,381,283,276,149,328,21,20,5817,8393
"5220, SA",27,4,11,7,4,6,0,16,0,0,71,153
"5221, SA",18,11,9,18,5,6,5,6,0,0,202,285
"5222, SA",71,30,24,32,14,27,18,48,0,0,361,628
"5223, SA",429,201,208,198,164,157,74,276,17,13,1908,3640
"5231, SA",98,117,126,71,102,38,35,53,4,0,580,1223
"5232, SA",47,51,43,33,22,24,5,21,5,0,175,424
"5233, SA",133,135,124,78,91,55,49,67,14,3,731,1474
"5234, SA",93,102,107,100,89,40,39,64,10,0,655,1301
"5235, SA",226,173,179,111,105,74,81,200,10,8,1312,2478
"5236, SA",34,15,25,13,9,11,9,25,0,0,160,300
"5237, SA",31,16,27,8,10,11,17,28,5,0,205,363
"5238, SA",247,123,225,181,141,131,135,247,8,19,2633,4087
"5240, SA",67,53,38,20,33,13,11,17,0,6,227,482
"5241, SA",150,174,211,133,145,91,65,200,13,8,1345,2525
"5242, SA",133,204,112,89,99,72,49,54,0,0,799,1617
"5243, SA",81,104,52,45,52,48,14,47,3,0,381,831
"5244, SA",333,390,311,275,262,165,120,212,20,10,2176,4264
"5245, SA",222,346,202,153,160,149,40,91,3,11,1708,3083
"5250, SA",236,398,245,219,269,195,55,151,23,8,1722,3520
"5251, SA",819,1296,973,874,913,795,357,732,60,37,7775,14625
"5252, SA",385,594,587,443,445,303,216,374,32,15,3129,6512
"5253, SA",738,638,963,897,742,804,565,1848,71,61,11163,18490
"5254, SA",181,129,173,120,126,96,105,185,14,14,1250,2387
"5255, SA",603,592,640,510,506,346,305,554,38,22,5137,9247
"5256, SA",75,52,83,73,48,37,42,81,3,0,860,1357
"5259, SA",137,40,55,33,35,29,27,107,0,0,639,1110
"5260, SA",96,46,70,78,46,85,73,123,5,4,1127,1758
"5261, SA",97,18,7,13,22,10,9,29,0,0,175,366
"5262, SA",83,17,27,14,17,15,15,45,9,3,168,411
"5263, SA",32,19,3,6,12,3,0,21,0,0,53,141
"5264, SA",120,46,63,57,44,53,44,102,0,9,712,1252
"5265, SA",88,18,25,10,18,13,8,30,0,0,229,434
"5266, SA",138,18,22,19,26,19,17,47,4,0,308,623
"5267, SA",321,108,127,57,90,78,72,150,7,5,937,1961
"5268, SA",333,154,247,105,179,134,127,480,26,12,1751,3548
"5269, SA",49,4,16,3,10,12,8,19,0,6,125,259
"5270, SA",136,39,38,16,18,26,17,56,3,0,250,604
"5271, SA",754,407,486,277,362,356,213,836,11,27,3692,7425
"5272, SA",173,31,42,29,33,25,31,68,0,4,353,795
"5273, SA",33,8,3,0,6,0,0,4,0,0,48,113
"5275, SA",288,91,124,94,90,111,51,214,6,16,1325,2409
"5276, SA",160,57,79,53,39,50,21,97,6,0,616,1184
"5277, SA",306,150,131,117,109,108,134,287,10,12,1552,2917
"5278, SA",76,22,31,15,16,13,16,28,0,0,294,517
"5279, SA",60,20,23,7,9,15,22,39,0,0,314,527
"5280, SA",522,309,433,366,282,252,279,538,23,20,4338,7370
"5290, SA",1057,1604,1617,1419,1292,1403,1099,1541,93,61,14333,25513
"5291, SA",811,591,643,393,552,383,419,562,33,18,4756,9167
"5301, SA",139,18,14,26,17,6,11,36,0,0,306,572
"5302, SA",140,34,49,23,36,29,32,57,0,4,451,847
"5303, SA",51,3,10,0,5,7,9,23,0,0,102,209
"5304, SA",122,30,40,30,17,32,39,71,10,4,391,772
"5306, SA",18,0,8,3,3,3,3,5,0,0,31,77
"5307, SA",91,27,16,20,11,12,11,28,0,0,354,578
"5308, SA",49,3,5,4,3,0,3,11,0,0,64,141
"5309, SA",39,4,3,3,3,0,0,10,0,0,90,158
"5310, SA",10,0,6,0,0,0,0,3,0,0,36,63
"5311, SA",110,9,13,9,19,7,15,30,0,3,208,424
"5320, SA",53,13,30,26,21,20,8,48,0,0,425,651
"5321, SA",32,13,10,22,10,8,7,42,0,0,403,544
"5322, SA",92,40,77,38,53,29,38,107,7,9,512,996
"5330, SA",266,158,155,162,140,98,99,250,14,8,2020,3372
"5331, SA",25,15,14,14,15,9,0,28,0,0,198,320
"5332, SA",26,13,18,12,12,9,22,41,4,7,247,404
"5333, SA",447,347,334,296,278,233,178,438,23,16,3225,5809
"5340, SA",132,76,73,56,92,41,49,161,3,5,739,1431
"5341, SA",496,364,405,305,312,317,253,695,41,23,4449,7663
"5342, SA",95,72,79,74,61,57,48,107,0,3,529,1125
"5343, SA",239,332,201,208,202,162,127,344,11,7,3007,4846
"5344, SA",81,37,72,46,57,40,42,78,3,5,524,984
"5345, SA",214,161,210,174,120,136,105,251,8,9,2195,3585
"5346, SA",25,22,19,22,18,10,16,39,0,0,200,383
"5350, SA",44,33,57,25,39,14,12,27,0,0,223,474
"5351, SA",384,472,471,310,357,227,196,355,31,14,3054,5861
"5352, SA",422,497,307,255,283,198,140,401,16,12,2685,5216
"5353, SA",335,253,252,153,161,132,138,363,4,9,1973,3770
"5354, SA",39,14,12,14,10,9,10,35,0,0,231,365
"5355, SA",493,426,513,324,433,290,278,731,29,11,4063,7590
